,from_name,from,to_name,to,P
15016,ST. EUSTATIUS,"[-63.05366333333333, 17.537968333333332]",SHANGHAI,"[121.7305, 31.308273333333332]",6.49E-05
15017,ST. EUSTATIUS,"[-63.05366333333333, 17.537968333333332]",CHIWAN,"[113.8946, 22.455883333333333]",6.66E-05
15018,ST. EUSTATIUS,"[-63.05366333333333, 17.537968333333332]",NANSHA,"[113.68256166666667, 22.643306666666668]",6.67E-05
15019,ST. EUSTATIUS,"[-63.05366333333333, 17.537968333333332]",NINGBO,"[121.89526166666667, 29.93238]",0.000516023
15020,GUANTANAMO,"[-75.12711666666667, 19.984583333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",9.20E-05
15021,CAM RANH,"[109.14753333333333, 11.894108333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.61E-06
15022,CAM RANH,"[109.14753333333333, 11.894108333333334]",DALIAN,"[121.98408, 38.90600333333333]",8.60E-06
15023,CAM RANH,"[109.14753333333333, 11.894108333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",6.41E-06
15024,CAM RANH,"[109.14753333333333, 11.894108333333334]",CHIWAN,"[113.8946, 22.455883333333333]",5.69E-06
15025,KHEMCO TERMINAL,"[50.41855, 29.19275]",XINSHA,"[113.545415, 22.974033333333335]",3.85E-07
15026,KHEMCO TERMINAL,"[50.41855, 29.19275]",DALIAN,"[121.98408, 38.90600333333333]",3.76E-08
15027,KHEMCO TERMINAL,"[50.41855, 29.19275]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.32E-05
15028,KHEMCO TERMINAL,"[50.41855, 29.19275]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.88E-07
15029,KHEMCO TERMINAL,"[50.41855, 29.19275]",SHANGHAI,"[121.7305, 31.308273333333332]",1.68E-08
15030,KHEMCO TERMINAL,"[50.41855, 29.19275]",CHIWAN,"[113.8946, 22.455883333333333]",3.89E-07
15031,KHEMCO TERMINAL,"[50.41855, 29.19275]",NINGBO,"[121.89526166666667, 29.93238]",4.05E-05
15032,CANICAL,"[-16.731893333333332, 32.73565333333333]",YANTIAN,"[114.26794666666666, 22.57345]",6.48E-05
15033,DAMIETTA,"[31.777483333333333, 31.61995]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.38E-08
15034,DAMIETTA,"[31.777483333333333, 31.61995]",XINSHA,"[113.545415, 22.974033333333335]",6.79E-06
15035,DAMIETTA,"[31.777483333333333, 31.61995]",DALIAN,"[121.98408, 38.90600333333333]",8.72E-08
15036,DAMIETTA,"[31.777483333333333, 31.61995]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000133916
15037,DAMIETTA,"[31.777483333333333, 31.61995]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000146899
15038,DAMIETTA,"[31.777483333333333, 31.61995]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.97E-06
15039,DAMIETTA,"[31.777483333333333, 31.61995]",BAOSHAN,"[121.4827, 31.446695]",2.20E-07
15040,DAMIETTA,"[31.777483333333333, 31.61995]",YANTIAN,"[114.26794666666666, 22.57345]",0.000195994
15041,DAMIETTA,"[31.777483333333333, 31.61995]",SHANGHAI,"[121.7305, 31.308273333333332]",2.96E-06
15042,DAMIETTA,"[31.777483333333333, 31.61995]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",7.18E-05
15043,DAMIETTA,"[31.777483333333333, 31.61995]",CHIWAN,"[113.8946, 22.455883333333333]",0.00020727
15044,DAMIETTA,"[31.777483333333333, 31.61995]",NANSHA,"[113.68256166666667, 22.643306666666668]",4.40E-05
15045,DAMIETTA,"[31.777483333333333, 31.61995]",NINGBO,"[121.89526166666667, 29.93238]",0.000203587
15046,SUAO,"[121.86504166666667, 24.58937166666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.51E-07
15047,SUAO,"[121.86504166666667, 24.58937166666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.47E-07
15048,SUAO,"[121.86504166666667, 24.58937166666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.85E-06
15049,SUAO,"[121.86504166666667, 24.58937166666667]",XINSHA,"[113.545415, 22.974033333333335]",1.83E-06
15050,SUAO,"[121.86504166666667, 24.58937166666667]",DALIAN,"[121.98408, 38.90600333333333]",2.38E-05
15051,SUAO,"[121.86504166666667, 24.58937166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",4.53E-06
15052,SUAO,"[121.86504166666667, 24.58937166666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.38E-06
15053,SUAO,"[121.86504166666667, 24.58937166666667]",HUMEN,"[113.56296666666667, 22.871695]",2.72E-06
15054,SUAO,"[121.86504166666667, 24.58937166666667]",BAOSHAN,"[121.4827, 31.446695]",5.91E-07
15055,SUAO,"[121.86504166666667, 24.58937166666667]",YANTIAN,"[114.26794666666666, 22.57345]",6.74E-06
15056,SUAO,"[121.86504166666667, 24.58937166666667]",SHANGHAI,"[121.7305, 31.308273333333332]",4.37E-06
15057,SUAO,"[121.86504166666667, 24.58937166666667]",CHIWAN,"[113.8946, 22.455883333333333]",1.95E-05
15058,SUAO,"[121.86504166666667, 24.58937166666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.47E-06
15059,SUAO,"[121.86504166666667, 24.58937166666667]",NINGBO,"[121.89526166666667, 29.93238]",7.53E-06
15060,AGADIR,"[-9.7212, 30.4476]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000206682
15061,AGADIR,"[-9.7212, 30.4476]",XINSHA,"[113.545415, 22.974033333333335]",3.26E-05
15062,AGADIR,"[-9.7212, 30.4476]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000125381
15063,AGADIR,"[-9.7212, 30.4476]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.16E-05
15064,AGADIR,"[-9.7212, 30.4476]",CHIWAN,"[113.8946, 22.455883333333333]",3.25E-05
15065,DAHEJ,"[72.50904, 21.685513333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",3.49E-05
15066,DAHEJ,"[72.50904, 21.685513333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000117485
15067,DAHEJ,"[72.50904, 21.685513333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000119706
15068,DAHEJ,"[72.50904, 21.685513333333333]",DALIAN,"[121.98408, 38.90600333333333]",8.74E-06
15069,DAHEJ,"[72.50904, 21.685513333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000439174
15070,DAHEJ,"[72.50904, 21.685513333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.53E-05
15071,DAHEJ,"[72.50904, 21.685513333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.31E-05
15072,DAHEJ,"[72.50904, 21.685513333333333]",BAOSHAN,"[121.4827, 31.446695]",1.13E-05
15073,DAHEJ,"[72.50904, 21.685513333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.74E-05
15074,DAHEJ,"[72.50904, 21.685513333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",6.44E-05
15075,DAHEJ,"[72.50904, 21.685513333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000366906
15076,DAHEJ,"[72.50904, 21.685513333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000343008
15077,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",1.72E-05
15078,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",XINGANG,"[113.50651666666667, 23.054016666666666]",4.26E-05
15079,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",XINSHA,"[113.545415, 22.974033333333335]",1.68E-05
15080,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",DALIAN,"[121.98408, 38.90600333333333]",1.89E-06
15081,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.97E-05
15082,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.96E-06
15083,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.31E-06
15084,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",BAOSHAN,"[121.4827, 31.446695]",1.12E-06
15085,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",GUANGZHOU,"[113.43307, 23.090493333333335]",8.61E-06
15086,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",SHANGHAI,"[121.7305, 31.308273333333332]",1.00E-05
15087,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",CHIWAN,"[113.8946, 22.455883333333333]",9.03E-05
15088,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.17E-05
15089,ONOMICHI-ITOZAKI,"[133.61393833333332, 34.406481666666664]",NINGBO,"[121.89526166666667, 29.93238]",1.11E-05
15090,SAMARINDA,"[117.18328, -0.5614933333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.28E-05
15091,SAMARINDA,"[117.18328, -0.5614933333333333]",HUMEN,"[113.56296666666667, 22.871695]",2.17E-05
15092,SAMARINDA,"[117.18328, -0.5614933333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",8.45E-06
15093,SAMARINDA,"[117.18328, -0.5614933333333333]",CHIWAN,"[113.8946, 22.455883333333333]",2.82E-05
15094,MAPUTO,"[32.55762166666667, -25.97049833333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000253802
15095,MAPUTO,"[32.55762166666667, -25.97049833333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",0.000100023
15096,MAPUTO,"[32.55762166666667, -25.97049833333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.0005739
15097,MAPUTO,"[32.55762166666667, -25.97049833333333]",XINSHA,"[113.545415, 22.974033333333335]",0.00020129
15098,MAPUTO,"[32.55762166666667, -25.97049833333333]",DALIAN,"[121.98408, 38.90600333333333]",0.000175203
15099,MAPUTO,"[32.55762166666667, -25.97049833333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001516368
15100,MAPUTO,"[32.55762166666667, -25.97049833333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",8.37E-05
15101,MAPUTO,"[32.55762166666667, -25.97049833333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000136559
15102,MAPUTO,"[32.55762166666667, -25.97049833333333]",HUMEN,"[113.56296666666667, 22.871695]",6.81E-05
15103,MAPUTO,"[32.55762166666667, -25.97049833333333]",BAOSHAN,"[121.4827, 31.446695]",9.14E-05
15104,MAPUTO,"[32.55762166666667, -25.97049833333333]",YANTIAN,"[114.26794666666666, 22.57345]",5.61E-05
15105,MAPUTO,"[32.55762166666667, -25.97049833333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000609668
15106,MAPUTO,"[32.55762166666667, -25.97049833333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.001351624
15107,MAPUTO,"[32.55762166666667, -25.97049833333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000462505
15108,MAPUTO,"[32.55762166666667, -25.97049833333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000640945
15109,JAIGARH,"[73.08339833333334, 17.277151666666665]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000198427
15110,JAIGARH,"[73.08339833333334, 17.277151666666665]",XINSHA,"[113.545415, 22.974033333333335]",1.76E-05
15111,JAIGARH,"[73.08339833333334, 17.277151666666665]",DALIAN,"[121.98408, 38.90600333333333]",1.17E-05
15112,JAIGARH,"[73.08339833333334, 17.277151666666665]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000875488
15113,JAIGARH,"[73.08339833333334, 17.277151666666665]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.55E-05
15114,JAIGARH,"[73.08339833333334, 17.277151666666665]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.29E-05
15115,JAIGARH,"[73.08339833333334, 17.277151666666665]",BAOSHAN,"[121.4827, 31.446695]",7.26E-06
15116,JAIGARH,"[73.08339833333334, 17.277151666666665]",SHANGHAI,"[121.7305, 31.308273333333332]",1.77E-05
15117,JAIGARH,"[73.08339833333334, 17.277151666666665]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",1.38E-05
15118,JAIGARH,"[73.08339833333334, 17.277151666666665]",CHIWAN,"[113.8946, 22.455883333333333]",0.000188098
15119,JAIGARH,"[73.08339833333334, 17.277151666666665]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.55E-05
15120,JAIGARH,"[73.08339833333334, 17.277151666666665]",NINGBO,"[121.89526166666667, 29.93238]",0.00045058
15121,BINTULU,"[112.98442666666666, 3.2262666666666666]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.57E-05
15122,BINTULU,"[112.98442666666666, 3.2262666666666666]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",7.24E-05
15123,BINTULU,"[112.98442666666666, 3.2262666666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000276675
15124,BINTULU,"[112.98442666666666, 3.2262666666666666]",XINSHA,"[113.545415, 22.974033333333335]",6.08E-05
15125,BINTULU,"[112.98442666666666, 3.2262666666666666]",DALIAN,"[121.98408, 38.90600333333333]",0.000476931
15126,BINTULU,"[112.98442666666666, 3.2262666666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000597175
15127,BINTULU,"[112.98442666666666, 3.2262666666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.002784792
15128,BINTULU,"[112.98442666666666, 3.2262666666666666]",HUMEN,"[113.56296666666667, 22.871695]",2.69E-05
15129,BINTULU,"[112.98442666666666, 3.2262666666666666]",BAOSHAN,"[121.4827, 31.446695]",0.0001016
15130,BINTULU,"[112.98442666666666, 3.2262666666666666]",GUANGZHOU,"[113.43307, 23.090493333333335]",8.48E-05
15131,BINTULU,"[112.98442666666666, 3.2262666666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",0.004264442
15132,BINTULU,"[112.98442666666666, 3.2262666666666666]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000305664
15133,BINTULU,"[112.98442666666666, 3.2262666666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.001085082
15134,BINTULU,"[112.98442666666666, 3.2262666666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000498615
15135,BINTULU,"[112.98442666666666, 3.2262666666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000434606
15136,EL TABLAZO,"[-71.55447, 10.701668333333334]",DALIAN,"[121.98408, 38.90600333333333]",1.94E-06
15137,EL TABLAZO,"[-71.55447, 10.701668333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.44E-06
15138,EL TABLAZO,"[-71.55447, 10.701668333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",7.28E-06
15139,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000253162
15140,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",DALIAN,"[121.98408, 38.90600333333333]",5.42E-05
15141,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00088502
15142,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000109003
15143,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000345814
15144,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",BAOSHAN,"[121.4827, 31.446695]",1.80E-05
15145,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",YANTIAN,"[114.26794666666666, 22.57345]",0.000422631
15146,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000333177
15147,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.000272357
15148,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000205288
15149,TAKORADI,"[-1.7013866666666666, 4.939573333333334]",NINGBO,"[121.89526166666667, 29.93238]",0.00031845
15150,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",DALIAN,"[121.98408, 38.90600333333333]",1.52E-05
15151,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",4.96E-05
15152,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.43E-06
15153,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",SHANGHAI,"[121.7305, 31.308273333333332]",2.66E-05
15154,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",CHIWAN,"[113.8946, 22.455883333333333]",2.96E-05
15155,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.48E-05
15156,SHIOGAMA,"[141.04346166666667, 38.31436166666667]",NINGBO,"[121.89526166666667, 29.93238]",3.55E-05
15157,PALOPO,"[120.25966666666666, -3.0381733333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",3.29E-05
15158,PALOPO,"[120.25966666666666, -3.0381733333333334]",NINGBO,"[121.89526166666667, 29.93238]",4.25E-05
15159,ESTANCIA,"[123.26389333333333, 11.738986666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.05E-05
15160,ESTANCIA,"[123.26389333333333, 11.738986666666667]",CHIWAN,"[113.8946, 22.455883333333333]",9.16E-06
15161,DOS BOCAS,"[-93.25949333333334, 18.66456]",XINGANG,"[113.50651666666667, 23.054016666666666]",8.40E-05
15162,DOS BOCAS,"[-93.25949333333334, 18.66456]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00030717
15163,DOS BOCAS,"[-93.25949333333334, 18.66456]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.89E-05
15164,DOS BOCAS,"[-93.25949333333334, 18.66456]",NINGBO,"[121.89526166666667, 29.93238]",0.000753133
15165,GAZAN,"[42.466028333333334, 16.863891666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",9.13E-06
15166,GAZAN,"[42.466028333333334, 16.863891666666667]",DALIAN,"[121.98408, 38.90600333333333]",1.09E-06
15167,GAZAN,"[42.466028333333334, 16.863891666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.06E-05
15168,GAZAN,"[42.466028333333334, 16.863891666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.12E-06
15169,GAZAN,"[42.466028333333334, 16.863891666666667]",BAOSHAN,"[121.4827, 31.446695]",3.66E-07
15170,GAZAN,"[42.466028333333334, 16.863891666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",4.70E-06
15171,GAZAN,"[42.466028333333334, 16.863891666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.55E-06
15172,GAZAN,"[42.466028333333334, 16.863891666666667]",CHIWAN,"[113.8946, 22.455883333333333]",3.09E-05
15173,GAZAN,"[42.466028333333334, 16.863891666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.87E-06
15174,GAZAN,"[42.466028333333334, 16.863891666666667]",NINGBO,"[121.89526166666667, 29.93238]",1.06E-05
15175,BURNIE,"[145.969375, -40.996588333333335]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",3.49E-05
15176,BURNIE,"[145.969375, -40.996588333333335]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.74E-05
15177,BURNIE,"[145.969375, -40.996588333333335]",DALIAN,"[121.98408, 38.90600333333333]",1.34E-05
15178,BURNIE,"[145.969375, -40.996588333333335]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000502214
15179,BURNIE,"[145.969375, -40.996588333333335]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.68E-05
15180,BURNIE,"[145.969375, -40.996588333333335]",HUMEN,"[113.56296666666667, 22.871695]",8.50E-05
15181,BURNIE,"[145.969375, -40.996588333333335]",BAOSHAN,"[121.4827, 31.446695]",9.90E-06
15182,BURNIE,"[145.969375, -40.996588333333335]",GUANGZHOU,"[113.43307, 23.090493333333335]",4.38E-05
15183,BURNIE,"[145.969375, -40.996588333333335]",SHANGHAI,"[121.7305, 31.308273333333332]",6.07E-05
15184,BURNIE,"[145.969375, -40.996588333333335]",CHIWAN,"[113.8946, 22.455883333333333]",0.000650742
15185,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.62E-05
15186,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",DALIAN,"[121.98408, 38.90600333333333]",7.66E-05
15187,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000154269
15188,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000151108
15189,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",HUMEN,"[113.56296666666667, 22.871695]",2.48E-05
15190,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",BAOSHAN,"[121.4827, 31.446695]",4.00E-05
15191,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",5.38E-05
15192,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000159804
15193,AMAMAPARE,"[136.68834666666666, -4.942613333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.80E-05
15194,PARADIP,"[86.73145, 20.185616666666668]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.88E-05
15195,PARADIP,"[86.73145, 20.185616666666668]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.85E-05
15196,PARADIP,"[86.73145, 20.185616666666668]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000603741
15197,PARADIP,"[86.73145, 20.185616666666668]",XINSHA,"[113.545415, 22.974033333333335]",0.000544291
15198,PARADIP,"[86.73145, 20.185616666666668]",DALIAN,"[121.98408, 38.90600333333333]",0.001119944
15199,PARADIP,"[86.73145, 20.185616666666668]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00337715
15200,PARADIP,"[86.73145, 20.185616666666668]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.95E-05
15201,PARADIP,"[86.73145, 20.185616666666668]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000632111
15202,PARADIP,"[86.73145, 20.185616666666668]",HUMEN,"[113.56296666666667, 22.871695]",8.39E-06
15203,PARADIP,"[86.73145, 20.185616666666668]",BAOSHAN,"[121.4827, 31.446695]",0.00425297
15204,PARADIP,"[86.73145, 20.185616666666668]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.49E-06
15205,PARADIP,"[86.73145, 20.185616666666668]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001059118
15206,PARADIP,"[86.73145, 20.185616666666668]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",1.37E-05
15207,PARADIP,"[86.73145, 20.185616666666668]",CHIWAN,"[113.8946, 22.455883333333333]",0.001165373
15208,PARADIP,"[86.73145, 20.185616666666668]",NANSHA,"[113.68256166666667, 22.643306666666668]",3.59E-05
15209,PARADIP,"[86.73145, 20.185616666666668]",NINGBO,"[121.89526166666667, 29.93238]",0.000913996
15210,FORNO,"[-42.152705, -23.077861666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",9.79E-05
15211,FORNO,"[-42.152705, -23.077861666666667]",CHIWAN,"[113.8946, 22.455883333333333]",5.45E-05
15212,FORNO,"[-42.152705, -23.077861666666667]",NINGBO,"[121.89526166666667, 29.93238]",4.70E-05
15213,WUHU,"[117.74087833333333, 30.906791666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.87E-07
15214,WUHU,"[117.74087833333333, 30.906791666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",7.10E-09
15215,WUHU,"[117.74087833333333, 30.906791666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.40E-06
15216,WUHU,"[117.74087833333333, 30.906791666666667]",XINSHA,"[113.545415, 22.974033333333335]",1.35E-05
15217,WUHU,"[117.74087833333333, 30.906791666666667]",DALIAN,"[121.98408, 38.90600333333333]",3.27E-05
15218,WUHU,"[117.74087833333333, 30.906791666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.37E-06
15219,WUHU,"[117.74087833333333, 30.906791666666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.31E-07
15220,WUHU,"[117.74087833333333, 30.906791666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.18E-06
15221,WUHU,"[117.74087833333333, 30.906791666666667]",HUMEN,"[113.56296666666667, 22.871695]",3.20E-06
15222,WUHU,"[117.74087833333333, 30.906791666666667]",BAOSHAN,"[121.4827, 31.446695]",2.24E-07
15223,WUHU,"[117.74087833333333, 30.906791666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",8.59E-07
15224,WUHU,"[117.74087833333333, 30.906791666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",9.35E-07
15225,WUHU,"[117.74087833333333, 30.906791666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",1.96E-07
15226,WUHU,"[117.74087833333333, 30.906791666666667]",CHIWAN,"[113.8946, 22.455883333333333]",3.06E-05
15227,WUHU,"[117.74087833333333, 30.906791666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",4.52E-06
15228,WUHU,"[117.74087833333333, 30.906791666666667]",NINGBO,"[121.89526166666667, 29.93238]",7.33E-07
15229,JIANGDU,"[119.72177333333333, 32.30269333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",3.12E-06
15230,JIANGDU,"[119.72177333333333, 32.30269333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.03E-09
15231,JIANGDU,"[119.72177333333333, 32.30269333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.23E-06
15232,JIANGDU,"[119.72177333333333, 32.30269333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000108757
15233,JIANGDU,"[119.72177333333333, 32.30269333333333]",DALIAN,"[121.98408, 38.90600333333333]",1.32E-05
15234,JIANGDU,"[119.72177333333333, 32.30269333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.34E-06
15235,JIANGDU,"[119.72177333333333, 32.30269333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.71E-09
15236,JIANGDU,"[119.72177333333333, 32.30269333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.67E-07
15237,JIANGDU,"[119.72177333333333, 32.30269333333333]",HUMEN,"[113.56296666666667, 22.871695]",1.31E-06
15238,JIANGDU,"[119.72177333333333, 32.30269333333333]",BAOSHAN,"[121.4827, 31.446695]",4.68E-09
15239,JIANGDU,"[119.72177333333333, 32.30269333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",2.17E-08
15240,JIANGDU,"[119.72177333333333, 32.30269333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",1.13E-08
15241,JIANGDU,"[119.72177333333333, 32.30269333333333]",CHIWAN,"[113.8946, 22.455883333333333]",9.12E-05
15242,JIANGDU,"[119.72177333333333, 32.30269333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.93E-05
